movie,reviewer,metascore,review_score,review_text,review_date,details
The Weight of Water,Stephen Holden,45,60,"There is so much to admire in The Weight of Water, Kathryn Bigelow's churning screen adaptation of a novel by Anita Shreve, that when the movie finally collapses on itself late in the game, it leaves you in the frustrating position of having to pick up its scattered pieces and assemble them as best you can.",,http://www.metacritic.com/movie/the-weight-of-water/details
The Suspect,Andy Webster,63,60,"At 137 minutes, the film overstays its welcome with multiple concluding flourishes (and exceeds the sentiment threshold).","Jan  9, 2014",http://www.metacritic.com/movie/the-suspect/details
The Warrior's Way,Mike Hale,45,60,"The sometimes impressive visual effects make these battles entertaining, in a mindless way, but it's impossible to work up any feeling about them. The only thing supplying that is the occasional laugh, pout or gurgle by Ms. Rudd.","Dec  6, 2010",http://www.metacritic.com/movie/the-warriors-way/details
More Than a Game,A.O. Scott,59,60,"The art is lacking, but the material is remarkable enough to make up for pedestrian filmmaking.",,http://www.metacritic.com/movie/more-than-a-game/details
The Fluffer,Dana Stevens,53,60,"Moves nimbly from behind-the-scenes comedy to melodrama, with occasional stumbles into pop psychology and film-noir violence.",,http://www.metacritic.com/movie/the-fluffer/details
Conan O'Brien Can't Stop,Stephen Holden,64,60,"If Conan O'Brien Can't Stop is consistently watchable, it isn't especially funny, nor does it give any deeper insight into its star than you might get from seeing his late-night shows.","Jun 23, 2011",http://www.metacritic.com/movie/conan-obrien-cant-stop/details
Creating Freedom: The Lottery of Birth,Nicolas Rapold,tbd,60,On its own terms — setting aside the likelihood of knee-jerk political objections to its mission — it’s more convincing than many films pegged to specific causes.,"Jun 20, 2013",http://www.metacritic.com/movie/creating-freedom-the-lottery-of-birth/details
"The Way, Way Back",A.O. Scott,68,60,"The Way, Way Back has the charm of timelessness but also more than a touch of triteness. Its situations and feelings seem drawn more from available, sentimental ideas about adolescence than from the perceptions of any particular adolescent.","Jul  4, 2013",http://www.metacritic.com/movie/the-way-way-back/details
Robot and Frank,Manohla Dargis,67,60,"Frank Langella plays so many variations on cute and crotchety and with such suppleness - he's by turns a charming codger, a silver fox and a wise graybeard - that his performance comes close to a saving grace.","Aug 16, 2012",http://www.metacritic.com/movie/robot-and-frank/details
Home from Home: Chronicle of a Vision,Nicolas Rapold,70,60,"Home From Home is imbued with the villagers’ attachment to the land, but while dutifully capturing the period, the film feels less layered than Mr. Reitz’s past work.","Sep 10, 2015",http://www.metacritic.com/movie/home-from-home-chronicle-of-a-vision/details
The Cut,Nicolas Rapold,56,60,"Too many scenes feel routine or clichéd, sometimes even those depicting extreme experiences.","Sep 17, 2015",http://www.metacritic.com/movie/the-cut/details
Winning Girls Through Psychic Mind Control,Anita Gates,57,60,"Dan Harnden's screenplay keeps things relatively interesting, despite the very thin plot.",,http://www.metacritic.com/movie/winning-girls-through-psychic-mind-control/details
Mojados: Through the Night,Lawrence Van Gelder,59,60,"Manages to capture firsthand the danger, fatigue and sheer tedium of an arduous illegal border crossing from Mexico without ever becoming tedious itself.",,http://www.metacritic.com/movie/mojados-through-the-night/details
Meet the Patels,Andy Webster,70,60,"Meet the Patels is a tidy, easygoing documentary in which peripheral players prove more intriguing than its central focus.","Sep 10, 2015",http://www.metacritic.com/movie/meet-the-patels/details
We Are What We Are,Jeannette Catsoulis,71,60,"It’s all a little silly, but Mr. Mickle’s restrained gravity stifles the impulse to laugh.","Sep 26, 2013",http://www.metacritic.com/movie/we-are-what-we-are-2013/details
Hollywood Ending,A.O. Scott,46,60,"Probably the worst thing you can say about Hollywood Ending is that it has one: it turns out that Mr. Allen wasn't being ironic after all, he just made a comedy that feels ironclad.",,http://www.metacritic.com/movie/hollywood-ending/details
Singham,Rachel Saltz,tbd,60,"More and more, Bollywood movies are urban tales for urban audiences. What feels most backward-glancing about Singham is its uncomplicated, even cartoonish insistence on the benefits of village soil over city dirt for cultivating bedrock Indian values.","Jul 22, 2011",http://www.metacritic.com/movie/singham/details
Flowers,Andy Webster,63,60,"To its benefit, it has rich roles for, and splendid performances by, its three principal actresses. To its detriment, their characters are each in their own way pining for the same man, whose simple actions in life seem undeserving of their considerable exertions after his demise.","Oct 29, 2015",http://www.metacritic.com/movie/flowers/details
House in the Alley,Andy Webster,42,60,"[A] slight exercise, which, for all its modesty, generates a measure of dread.","Oct 24, 2013",http://www.metacritic.com/movie/house-in-the-alley/details
The Tainted Veil,Ben Kenigsberg,66,60,"The subject matter makes The Tainted Veil much more visually interesting than many issue-oriented documentaries, though the thriller-like score goes too far in trying to counter dryness.","Dec 10, 2015",http://www.metacritic.com/movie/the-tainted-veil/details
Still Alice,A.O. Scott,72,60,"The test of realism in a movie like this — the thing that would separate it from a conventional, made-for-television disease melodrama — is whether you can imagine lives for the secondary characters when they aren’t on screen. Still Alice lacks that kind of thickness.","Dec  4, 2014",http://www.metacritic.com/movie/still-alice/details
Saw,Stephen Holden,46,60,"Does a better-than-average job of conveying the panic and helplessness of men terrorized by a sadist in a degrading environment, but it is still not especially scary.",,http://www.metacritic.com/movie/saw/details
The Hollars,Neil Genzlinger,53,60,"Too much happens too quickly in The Hollars for the story to be credible, but the film has some likable qualities, among them the fun of seeing actors in unexpected roles.","Aug 25, 2016",http://www.metacritic.com/movie/the-hollars/details
Quality of Life,Nathan Lee,60,60,"A minor movie, modestly made, that develops to a counterculture beat but ends with a status quo conundrum: Is selling out the new keeping it real?",,http://www.metacritic.com/movie/quality-of-life/details
The Moving Creatures,Daniel M. Gold,tbd,60,"Mr. Gotardo uses long, slowly unfolding shots and extended close-ups to aid our familiarity with each set of characters — almost by osmosis, we grasp their domestic dynamics, the rhythm of their routines.","Sep 10, 2015",http://www.metacritic.com/movie/the-moving-creatures/details
Hello I Must Be Going,A.O. Scott,62,60,"This is ultimately a tale of affirmation, self-acceptance and second chances, and its lessons, while not unwelcome, are a bit too forced and neatly packaged to make it fully satisfying.","Sep  6, 2012",http://www.metacritic.com/movie/hello-i-must-be-going/details
A Touch of Spice,Neil Genzlinger,48,60,It does have some sweet touches and a droll sense of humor.,,http://www.metacritic.com/movie/a-touch-of-spice/details
The Show About the Show,Glenn Kenny,tbd,60,"This is an undeniably fascinating film despite, or perhaps because of, the repellent actions Mr. Zahedi depicts himself taking.","Mar 16, 2017",http://www.metacritic.com/movie/the-show-about-the-show/details
Above and Beyond,Ben Kenigsberg,69,60,"These fond recollections of derring-do hail from a different era, and the movie’s one-sided view of history is bound to start arguments. The film is best appreciated as a straightforward testimonial: old war buddies’ hurrah against anti-Semitism.","Jan 29, 2015",http://www.metacritic.com/movie/above-and-beyond/details
"Remember Me, My Love",Stephen Holden,53,60,"An abrasive but innovative fusion of farce, satire and drama that blurs their boundaries in uncomfortable ways. It's a noisy movie whose characters tend to talk at medium-to-high volume.",,http://www.metacritic.com/movie/remember-me-my-love/details
Margaret Cho: Assassin,Jeannette Catsoulis,40,60,"Though specializing in confrontational, caustic and often raunchy humor, Ms. Cho has a relaxed and playful stage presence.",,http://www.metacritic.com/movie/margaret-cho-assassin/details
The Bourne Legacy,Manohla Dargis,61,60,"By the time Rachel Weisz, as a scientist called Dr. Marta Shearing, showed up in a lab coat, I stopped trying to parse every plot twist and just went with the action flow.","Aug  9, 2012",http://www.metacritic.com/movie/the-bourne-legacy/details
Moebius,Nicolas Rapold,66,60,"Mr. Kim does show an abiding concern here for the unsubtle realities of human libido and cruelty, but he’s alarmingly tone-deaf as he makes his points, and shows disregard for his female characters as he uses them up.","Aug 14, 2014",http://www.metacritic.com/movie/moebius/details
Cuba: Island of Music,Stephen Holden,54,60,The material isn't organized in any formal way but works as a mosaic that has the feel of a jam session.,,http://www.metacritic.com/movie/cuba-island-of-music/details
Frankie and Johnny Are Married,Dave Kehr,44,60,"Good-natured, mildly appealing video feature.",,http://www.metacritic.com/movie/frankie-and-johnny-are-married/details
Romeo Is Bleeding,Ken Jaworowski,tbd,60,The portraits drawn of these young people frequently feel half-finished.,"Jul 24, 2017",http://www.metacritic.com/movie/romeo-is-bleeding/details
HellBent,Laura Kern,45,60,"Because more time is dedicated to crafting authentic, sympathetic characters than the average horror movie, it's easier to overlook the film's often-corny dialogue and so-so special effects.",,http://www.metacritic.com/movie/hellbent/details
Jim Brown: All American,Stephen Holden,50,60,"At its most provocative, the movie explores the masculine mystique and the myth of the black stud.",,http://www.metacritic.com/movie/jim-brown-all-american/details
Wolf Totem,Ben Kenigsberg,58,60,The landscape and painstakingly trained wolves are the true stars.,"Sep 10, 2015",http://www.metacritic.com/movie/wolf-totem/details
Glass: A Portrait of Philip in Twelve Parts,Jeannette Catsoulis,55,60,"Much like its subject: affable, quotable and emotionally guarded in the extreme.",,http://www.metacritic.com/movie/glass-a-portrait-of-philip-in-twelve-parts/details
